bin1kb	chr	gene
chr6_55451000_55452000	chr6	Adcyap1r1_ENSMUST00000070736_55451977_tss;Adcyap1r1_ENSMUST00000070756_55452027_up1kb;Adcyap1r1_ENSMUST00000166962_55452056_up1kb;Adcyap1r1_ENSMUST00000167484_55452176_up1kb
chr6_55452000_55453000	chr6	Adcyap1r1_ENSMUST00000070756_55452027_tss;Adcyap1r1_ENSMUST00000166962_55452056_tss;Adcyap1r1_ENSMUST00000167484_55452176_tss;Adcyap1r1_ENSMUST00000070736_55451977_down1kb
chr6_55453000_55454000	chr6	Adcyap1r1_ENSMUST00000070756_55452027_down1kb;Adcyap1r1_ENSMUST00000166962_55452056_down1kb;Adcyap1r1_ENSMUST00000167484_55452176_down1kb
chr6_55459000_55460000	chr6	Adcyap1r1_ENSMUST00000165786_55460235_up1kb;Adcyap1r1_ENSMUST00000165857_55460235_up1kb;Adcyap1r1_ENSMUST00000167234_55460235_up1kb;Adcyap1r1_ENSMUST00000172084_55460235_up1kb
chr6_55460000_55461000	chr6	Adcyap1r1_ENSMUST00000165786_55460235_tss;Adcyap1r1_ENSMUST00000165857_55460235_tss;Adcyap1r1_ENSMUST00000167234_55460235_tss;Adcyap1r1_ENSMUST00000172084_55460235_tss
chr6_55461000_55462000	chr6	Adcyap1r1_ENSMUST00000165786_55460235_down1kb;Adcyap1r1_ENSMUST00000165857_55460235_down1kb;Adcyap1r1_ENSMUST00000167234_55460235_down1kb;Adcyap1r1_ENSMUST00000172084_55460235_down1kb
chr6_55680000_55681000	chr6	Neurod6_ENSMUST00000044767_55681262_up1kb
chr6_55681000_55682000	chr6	Neurod6_ENSMUST00000044767_55681262_tss
chr6_55682000_55683000	chr6	Neurod6_ENSMUST00000044767_55681262_down1kb
chr6_55835000_55836000	chr6	Ccdc129_ENSMUST00000044729_55836894_up1kb
chr6_55836000_55837000	chr6	Ccdc129_ENSMUST00000044729_55836894_tss
chr6_55837000_55838000	chr6	Ccdc129_ENSMUST00000044729_55836894_down1kb
chr6_55885000_55886000	chr6	Ccdc129_ENSMUST00000169699_55886824_up1kb
chr6_55886000_55887000	chr6	Ccdc129_ENSMUST00000169699_55886824_tss
chr6_55887000_55888000	chr6	Ccdc129_ENSMUST00000169699_55886824_down1kb
chr6_56016000_56017000	chr6	Ppp1r17_ENSMUST00000052827_56017514_up1kb
chr6_56017000_56018000	chr6	Ppp1r17_ENSMUST00000052827_56017514_tss
chr6_56018000_56019000	chr6	Ppp1r17_ENSMUST00000052827_56017514_down1kb
chr6_56361000_56362000	chr6	Pde1c_ENSMUST00000044505_56362391_up1kb;Pde1c_ENSMUST00000114327_56362518_up1kb;Pde1c_ENSMUST00000164037_56362391_up1kb;Pde1c_ENSMUST00000164752_56362809_up1kb;Pde1c_ENSMUST00000166102_56362391_up1kb
chr6_56362000_56363000	chr6	Pde1c_ENSMUST00000044505_56362391_tss;Pde1c_ENSMUST00000114327_56362518_tss;Pde1c_ENSMUST00000164037_56362391_tss;Pde1c_ENSMUST00000164752_56362809_tss;Pde1c_ENSMUST00000166102_56362391_tss
chr6_56363000_56364000	chr6	Pde1c_ENSMUST00000044505_56362391_down1kb;Pde1c_ENSMUST00000114327_56362518_down1kb;Pde1c_ENSMUST00000164037_56362391_down1kb;Pde1c_ENSMUST00000164752_56362809_down1kb;Pde1c_ENSMUST00000166102_56362391_down1kb
chr6_56368000_56369000	chr6	Pde1c_ENSMUST00000166890_56369633_up1kb;Pde1c_ENSMUST00000168944_56369633_up1kb;Pde1c_ENSMUST00000170774_56369633_up1kb
chr6_56369000_56370000	chr6	Pde1c_ENSMUST00000166890_56369633_tss;Pde1c_ENSMUST00000168944_56369633_tss;Pde1c_ENSMUST00000170774_56369633_tss
chr6_56370000_56371000	chr6	Pde1c_ENSMUST00000166890_56369633_down1kb;Pde1c_ENSMUST00000168944_56369633_down1kb;Pde1c_ENSMUST00000170774_56369633_down1kb
chr6_56582000_56583000	chr6	Gm24709_ENSMUST00000104123_56583845_up1kb
chr6_56583000_56584000	chr6	Gm24709_ENSMUST00000104123_56583845_tss
chr6_56584000_56585000	chr6	Gm24709_ENSMUST00000104123_56583845_down1kb
chr6_56599000_56600000	chr6	Gm22493_ENSMUST00000104494_56600948_up1kb
chr6_56600000_56601000	chr6	Gm22493_ENSMUST00000104494_56600948_tss
chr6_56601000_56602000	chr6	Gm22493_ENSMUST00000104494_56600948_down1kb
chr6_56703000_56704000	chr6	Lsm5_ENSMUST00000170382_56704691_up1kb;Lsm5_ENSMUST00000175865_56704676_up1kb;Lsm5_ENSMUST00000176595_56704682_up1kb;Lsm5_ENSMUST00000177144_56704655_up1kb
chr6_56704000_56705000	chr6	Lsm5_ENSMUST00000170382_56704691_tss;Lsm5_ENSMUST00000175865_56704676_tss;Lsm5_ENSMUST00000176595_56704682_tss;Lsm5_ENSMUST00000177144_56704655_tss
chr6_56705000_56706000	chr6	Lsm5_ENSMUST00000170382_56704691_down1kb;Lsm5_ENSMUST00000175865_56704676_down1kb;Lsm5_ENSMUST00000176595_56704682_down1kb;Lsm5_ENSMUST00000177144_56704655_down1kb
chr6_56713000_56714000	chr6	Avl9_ENSMUST00000031805_56714926_up1kb;Avl9_ENSMUST00000177249_56714937_up1kb
chr6_56714000_56715000	chr6	Avl9_ENSMUST00000031805_56714926_tss;Avl9_ENSMUST00000177249_56714937_tss
chr6_56715000_56716000	chr6	Avl9_ENSMUST00000031805_56714926_down1kb;Avl9_ENSMUST00000177249_56714937_down1kb
chr6_56739000_56740000	chr6	Avl9_ENSMUST00000176560_56740912_up1kb
chr6_56740000_56741000	chr6	Avl9_ENSMUST00000176560_56740912_tss
chr6_56741000_56742000	chr6	Avl9_ENSMUST00000176560_56740912_down1kb
chr6_56795000_56796000	chr6	Kbtbd2_ENSMUST00000124994_56796746_up1kb
chr6_56796000_56797000	chr6	Kbtbd2_ENSMUST00000124994_56796746_tss;Kbtbd2_ENSMUST00000114321_56797812_up1kb;Kbtbd2_ENSMUST00000114323_56797735_up1kb;Kbtbd2_ENSMUST00000151308_56797278_up1kb
chr6_56797000_56798000	chr6	Kbtbd2_ENSMUST00000114321_56797812_tss;Kbtbd2_ENSMUST00000114323_56797735_tss;Kbtbd2_ENSMUST00000151308_56797278_tss;Kbtbd2_ENSMUST00000124994_56796746_down1kb
chr6_56798000_56799000	chr6	Kbtbd2_ENSMUST00000114321_56797812_down1kb;Kbtbd2_ENSMUST00000114323_56797735_down1kb;Kbtbd2_ENSMUST00000151308_56797278_down1kb
chr6_56831000_56832000	chr6	Fkbp9_ENSMUST00000031795_56832058_up1kb
chr6_56832000_56833000	chr6	Fkbp9_ENSMUST00000031795_56832058_tss
chr6_56833000_56834000	chr6	Fkbp9_ENSMUST00000031795_56832058_down1kb
chr6_56848000_56849000	chr6	Fkbp9_ENSMUST00000147159_56849332_up1kb
chr6_56849000_56850000	chr6	Fkbp9_ENSMUST00000147159_56849332_tss
chr6_56850000_56851000	chr6	Fkbp9_ENSMUST00000147159_56849332_down1kb
chr6_56888000_56889000	chr6	Nt5c3_ENSMUST00000126137_56889862_up1kb
chr6_56889000_56890000	chr6	Nt5c3_ENSMUST00000126137_56889862_tss
chr6_56890000_56891000	chr6	Nt5c3_ENSMUST00000126137_56889862_down1kb
chr6_56900000_56901000	chr6	Nt5c3_ENSMUST00000101367_56901885_up1kb;Nt5c3_ENSMUST00000127725_56901882_up1kb
chr6_56901000_56902000	chr6	Nt5c3_ENSMUST00000101367_56901885_tss;Nt5c3_ENSMUST00000127725_56901882_tss
chr6_56902000_56903000	chr6	Nt5c3_ENSMUST00000101367_56901885_down1kb;Nt5c3_ENSMUST00000127725_56901882_down1kb
chr6_56922000_56923000	chr6	Nt5c3_ENSMUST00000031793_56923931_up1kb;Nt5c3_ENSMUST00000134577_56923856_up1kb;Nt5c3_ENSMUST00000135558_56923875_up1kb;Nt5c3_ENSMUST00000138647_56923889_up1kb;Nt5c3_ENSMUST00000152447_56923818_up1kb
chr6_56923000_56924000	chr6	Nt5c3_ENSMUST00000031793_56923931_tss;Nt5c3_ENSMUST00000134577_56923856_tss;Nt5c3_ENSMUST00000135558_56923875_tss;Nt5c3_ENSMUST00000138647_56923889_tss;Nt5c3_ENSMUST00000152447_56923818_tss;Vmn1r4_ENSMUST00000176838_56924021_up1kb
chr6_56924000_56925000	chr6	Vmn1r4_ENSMUST00000176838_56924021_tss;Nt5c3_ENSMUST00000031793_56923931_down1kb;Nt5c3_ENSMUST00000134577_56923856_down1kb;Nt5c3_ENSMUST00000135558_56923875_down1kb;Nt5c3_ENSMUST00000138647_56923889_down1kb;Nt5c3_ENSMUST00000152447_56923818_down1kb
chr6_56925000_56926000	chr6	Vmn1r4_ENSMUST00000176838_56924021_down1kb
chr6_56955000_56956000	chr6	Vmn1r4_ENSMUST00000096612_56956465_up1kb
chr6_56956000_56957000	chr6	Vmn1r4_ENSMUST00000096612_56956465_tss
chr6_56957000_56958000	chr6	Vmn1r4_ENSMUST00000096612_56956465_down1kb
chr6_56984000_56985000	chr6	Vmn1r5_ENSMUST00000164307_56985294_up1kb
chr6_56985000_56986000	chr6	Vmn1r5_ENSMUST00000164307_56985294_tss
chr6_56986000_56987000	chr6	Vmn1r5_ENSMUST00000164307_56985294_down1kb
chr6_57001000_57002000	chr6	Vmn1r6_ENSMUST00000079669_57002299_up1kb
chr6_57002000_57003000	chr6	Vmn1r6_ENSMUST00000079669_57002299_tss
chr6_57003000_57004000	chr6	Vmn1r6_ENSMUST00000079669_57002299_down1kb
chr6_57024000_57025000	chr6	Vmn1r7_ENSMUST00000176252_57025323_up1kb
chr6_57025000_57026000	chr6	Vmn1r7_ENSMUST00000176252_57025323_tss
chr6_57026000_57027000	chr6	Vmn1r7_ENSMUST00000176252_57025323_down1kb
chr6_57034000_57035000	chr6	Vmn1r8_ENSMUST00000078186_57035912_up1kb
chr6_57035000_57036000	chr6	Vmn1r8_ENSMUST00000078186_57035912_tss
chr6_57036000_57037000	chr6	Vmn1r8_ENSMUST00000078186_57035912_down1kb
chr6_57069000_57070000	chr6	Vmn1r9_ENSMUST00000171186_57070894_up1kb
chr6_57070000_57071000	chr6	Vmn1r9_ENSMUST00000171186_57070894_tss
chr6_57071000_57072000	chr6	Vmn1r9_ENSMUST00000171186_57070894_down1kb
chr6_57112000_57113000	chr6	Vmn1r10_ENSMUST00000176073_57113395_up1kb
chr6_57113000_57114000	chr6	Vmn1r10_ENSMUST00000176073_57113395_tss
chr6_57114000_57115000	chr6	Vmn1r10_ENSMUST00000176073_57113395_down1kb
chr6_57136000_57137000	chr6	Vmn1r11_ENSMUST00000176954_57137298_up1kb
chr6_57137000_57138000	chr6	Vmn1r11_ENSMUST00000176954_57137298_tss
chr6_57138000_57139000	chr6	Vmn1r11_ENSMUST00000176954_57137298_down1kb
chr6_57157000_57158000	chr6	Vmn1r12_ENSMUST00000073384_57158919_up1kb
chr6_57158000_57159000	chr6	Vmn1r12_ENSMUST00000073384_57158919_tss
chr6_57159000_57160000	chr6	Vmn1r12_ENSMUST00000073384_57158919_down1kb
chr6_57187000_57188000	chr6	Vmn1r-ps8_ENSMUST00000177200_57188506_up1kb
chr6_57188000_57189000	chr6	Vmn1r-ps8_ENSMUST00000177200_57188506_tss
chr6_57189000_57190000	chr6	Vmn1r-ps8_ENSMUST00000177200_57188506_down1kb
chr6_57208000_57209000	chr6	Vmn1r13_ENSMUST00000078885_57209857_up1kb
chr6_57209000_57210000	chr6	Vmn1r13_ENSMUST00000078885_57209857_tss
chr6_57210000_57211000	chr6	Vmn1r13_ENSMUST00000078885_57209857_down1kb
chr6_57231000_57232000	chr6	Vmn1r14_ENSMUST00000176376_57232842_up1kb
chr6_57232000_57233000	chr6	Vmn1r14_ENSMUST00000176376_57232842_tss
chr6_57233000_57234000	chr6	Vmn1r14_ENSMUST00000176376_57232842_down1kb
chr6_5724000_5725000	chr6	Dync1i1_ENSMUST00000115554_5725811_up1kb;Dync1i1_ENSMUST00000115555_5725762_up1kb;Dync1i1_ENSMUST00000115556_5725638_up1kb;Dync1i1_ENSMUST00000115559_5725790_up1kb;Dync1i1_ENSMUST00000153942_5725817_up1kb
chr6_5725000_5726000	chr6	Dync1i1_ENSMUST00000115554_5725811_tss;Dync1i1_ENSMUST00000115555_5725762_tss;Dync1i1_ENSMUST00000115556_5725638_tss;Dync1i1_ENSMUST00000115559_5725790_tss;Dync1i1_ENSMUST00000153942_5725817_tss
chr6_57257000_57258000	chr6	Vmn1r15_ENSMUST00000071304_57258148_up1kb
chr6_57258000_57259000	chr6	Vmn1r15_ENSMUST00000071304_57258148_tss
chr6_57259000_57260000	chr6	Vmn1r15_ENSMUST00000071304_57258148_down1kb
chr6_5726000_5727000	chr6	Dync1i1_ENSMUST00000115554_5725811_down1kb;Dync1i1_ENSMUST00000115555_5725762_down1kb;Dync1i1_ENSMUST00000115556_5725638_down1kb;Dync1i1_ENSMUST00000115559_5725790_down1kb;Dync1i1_ENSMUST00000153942_5725817_down1kb
chr6_57277000_57278000	chr6	Vmn1r-ps9_ENSMUST00000177047_57278021_up1kb
chr6_57278000_57279000	chr6	Vmn1r-ps9_ENSMUST00000177047_57278021_tss
chr6_57279000_57280000	chr6	Vmn1r-ps9_ENSMUST00000177047_57278021_down1kb
chr6_57311000_57312000	chr6	Vmn1r-ps10_ENSMUST00000176165_57312938_up1kb
chr6_57312000_57313000	chr6	Vmn1r-ps10_ENSMUST00000176165_57312938_tss
chr6_57313000_57314000	chr6	Vmn1r-ps10_ENSMUST00000176165_57312938_down1kb
chr6_57322000_57323000	chr6	Vmn1r16_ENSMUST00000177267_57323656_up1kb
chr6_57323000_57324000	chr6	Vmn1r16_ENSMUST00000177267_57323656_tss
chr6_57324000_57325000	chr6	Vmn1r16_ENSMUST00000177267_57323656_down1kb
chr6_57360000_57361000	chr6	Vmn1r17_ENSMUST00000176395_57361430_up1kb
chr6_57361000_57362000	chr6	Vmn1r17_ENSMUST00000176395_57361430_tss
chr6_57362000_57363000	chr6	Vmn1r17_ENSMUST00000176395_57361430_down1kb
chr6_57389000_57390000	chr6	Vmn1r18_ENSMUST00000164732_57390665_up1kb
chr6_57390000_57391000	chr6	Vmn1r18_ENSMUST00000164732_57390665_tss
chr6_57391000_57392000	chr6	Vmn1r18_ENSMUST00000164732_57390665_down1kb
chr6_57403000_57404000	chr6	Vmn1r19_ENSMUST00000089830_57404365_up1kb
chr6_57404000_57405000	chr6	Vmn1r19_ENSMUST00000089830_57404365_tss
chr6_57405000_57406000	chr6	Vmn1r19_ENSMUST00000089830_57404365_down1kb
chr6_57430000_57431000	chr6	Vmn1r20_ENSMUST00000176085_57431643_up1kb
chr6_57431000_57432000	chr6	Vmn1r20_ENSMUST00000176085_57431643_tss
chr6_57432000_57433000	chr6	Vmn1r20_ENSMUST00000176085_57431643_down1kb
chr6_57447000_57448000	chr6	Vmn1r-ps11_ENSMUST00000176097_57448207_up1kb
chr6_57448000_57449000	chr6	Vmn1r-ps11_ENSMUST00000176097_57448207_tss
chr6_57449000_57450000	chr6	Vmn1r-ps11_ENSMUST00000176097_57448207_down1kb
chr6_57475000_57476000	chr6	4930533I22Rik_ENSMUST00000176290_57476696_up1kb
chr6_57476000_57477000	chr6	4930533I22Rik_ENSMUST00000176290_57476696_tss
chr6_57477000_57478000	chr6	4930533I22Rik_ENSMUST00000176290_57476696_down1kb
chr6_57534000_57535000	chr6	Ppm1k_ENSMUST00000042766_57535425_up1kb
chr6_57535000_57536000	chr6	Ppm1k_ENSMUST00000042766_57535425_tss
chr6_57536000_57537000	chr6	Ppm1k_ENSMUST00000042766_57535425_down1kb
chr6_57564000_57565000	chr6	Gm25734_ENSMUST00000175162_57565792_up1kb
chr6_57565000_57566000	chr6	Gm25734_ENSMUST00000175162_57565792_tss
chr6_57566000_57567000	chr6	Gm25734_ENSMUST00000175162_57565792_down1kb
chr6_57579000_57580000	chr6	Herc6_ENSMUST00000031817_57580991_up1kb
chr6_57580000_57581000	chr6	Herc6_ENSMUST00000031817_57580991_tss
chr6_57581000_57582000	chr6	Herc6_ENSMUST00000031817_57580991_down1kb
chr6_57688000_57689000	chr6	Gm26712_ENSMUST00000180813_57689648_up1kb
chr6_57689000_57690000	chr6	Gm26712_ENSMUST00000180813_57689648_tss
chr6_57690000_57691000	chr6	Gm26712_ENSMUST00000180813_57689648_down1kb
chr6_57691000_57692000	chr6	Pyurf_ENSMUST00000053386_57692077_up1kb;PYURF_ENSMUST00000185014_57692077_up1kb
chr6_57692000_57693000	chr6	Pyurf_ENSMUST00000053386_57692077_tss;PYURF_ENSMUST00000185014_57692077_tss
chr6_57693000_57694000	chr6	Pyurf_ENSMUST00000053386_57692077_down1kb;PYURF_ENSMUST00000185014_57692077_down1kb
chr6_57701000_57702000	chr6	Lancl2_ENSMUST00000050077_57702635_up1kb;Lancl2_ENSMUST00000072954_57702600_up1kb
chr6_57702000_57703000	chr6	Lancl2_ENSMUST00000050077_57702635_tss;Lancl2_ENSMUST00000072954_57702600_tss;Lancl2_ENSMUST00000151042_57703050_up1kb;Lancl2_ENSMUST00000153777_57703086_up1kb
chr6_57703000_57704000	chr6	Lancl2_ENSMUST00000151042_57703050_tss;Lancl2_ENSMUST00000153777_57703086_tss;Lancl2_ENSMUST00000050077_57702635_down1kb;Lancl2_ENSMUST00000072954_57702600_down1kb
chr6_57704000_57705000	chr6	Lancl2_ENSMUST00000151042_57703050_down1kb;Lancl2_ENSMUST00000153777_57703086_down1kb
chr6_57823000_57824000	chr6	Vopp1_ENSMUST00000143953_57824639_up1kb
chr6_57824000_57825000	chr6	Vopp1_ENSMUST00000143953_57824639_tss;Vopp1_ENSMUST00000114297_57825153_up1kb;Vopp1_ENSMUST00000127485_57825135_up1kb;Vopp1_ENSMUST00000145608_57825153_up1kb
chr6_57825000_57826000	chr6	Vopp1_ENSMUST00000114297_57825153_tss;Vopp1_ENSMUST00000127485_57825135_tss;Vopp1_ENSMUST00000145608_57825153_tss;Vopp1_ENSMUST00000143953_57824639_down1kb
chr6_57826000_57827000	chr6	Vopp1_ENSMUST00000114297_57825153_down1kb;Vopp1_ENSMUST00000127485_57825135_down1kb;Vopp1_ENSMUST00000145608_57825153_down1kb
chr6_57843000_57844000	chr6	Vmn1r21_ENSMUST00000081186_57844492_up1kb
chr6_57844000_57845000	chr6	Vmn1r21_ENSMUST00000081186_57844492_tss
chr6_57845000_57846000	chr6	Vmn1r21_ENSMUST00000081186_57844492_down1kb
chr6_57858000_57859000	chr6	Gm25726_ENSMUST00000104529_57859947_up1kb
chr6_57859000_57860000	chr6	Gm25726_ENSMUST00000104529_57859947_tss
chr6_57860000_57861000	chr6	Gm25726_ENSMUST00000104529_57859947_down1kb
chr6_57871000_57872000	chr6	Vmn1r-ps12_ENSMUST00000176946_57872915_up1kb
chr6_57872000_57873000	chr6	Vmn1r-ps12_ENSMUST00000176946_57872915_tss
chr6_57873000_57874000	chr6	Vmn1r-ps12_ENSMUST00000176946_57872915_down1kb
chr6_57900000_57901000	chr6	Vmn1r22_ENSMUST00000177435_57901053_up1kb
chr6_57901000_57902000	chr6	Vmn1r22_ENSMUST00000177435_57901053_tss
chr6_57902000_57903000	chr6	Vmn1r22_ENSMUST00000177435_57901053_down1kb
chr6_57925000_57926000	chr6	Vmn1r23_ENSMUST00000175817_57926837_up1kb
chr6_57926000_57927000	chr6	Vmn1r23_ENSMUST00000175817_57926837_tss
chr6_57927000_57928000	chr6	Vmn1r23_ENSMUST00000175817_57926837_down1kb
chr6_57948000_57949000	chr6	Gm20660_ENSMUST00000177515_57949970_up1kb
chr6_57949000_57950000	chr6	Gm20660_ENSMUST00000177515_57949970_tss
chr6_57950000_57951000	chr6	Gm20660_ENSMUST00000177515_57949970_down1kb
chr6_57955000_57956000	chr6	Vmn1r24_ENSMUST00000175716_57956577_up1kb
chr6_57956000_57957000	chr6	Vmn1r24_ENSMUST00000175716_57956577_tss
chr6_57957000_57958000	chr6	Vmn1r24_ENSMUST00000175716_57956577_down1kb
chr6_57978000_57979000	chr6	Vmn1r25_ENSMUST00000176572_57979350_up1kb
chr6_57979000_57980000	chr6	Vmn1r25_ENSMUST00000176572_57979350_tss
chr6_57980000_57981000	chr6	Vmn1r25_ENSMUST00000176572_57979350_down1kb
chr6_58008000_58009000	chr6	Vmn1r26_ENSMUST00000049694_58009201_up1kb
chr6_58009000_58010000	chr6	Vmn1r26_ENSMUST00000049694_58009201_tss
chr6_58010000_58011000	chr6	Vmn1r26_ENSMUST00000049694_58009201_down1kb
chr6_58016000_58017000	chr6	Rps15-ps2_ENSMUST00000089898_58017489_up1kb;Rps15-ps2_ENSMUST00000121788_58017505_up1kb
chr6_58017000_58018000	chr6	Rps15-ps2_ENSMUST00000089898_58017489_tss;Rps15-ps2_ENSMUST00000121788_58017505_tss
chr6_58018000_58019000	chr6	Rps15-ps2_ENSMUST00000089898_58017489_down1kb;Rps15-ps2_ENSMUST00000121788_58017505_down1kb
chr6_58048000_58049000	chr6	Vmn1r-ps14_ENSMUST00000176859_58049846_up1kb
chr6_58049000_58050000	chr6	Vmn1r-ps14_ENSMUST00000176859_58049846_tss
chr6_58050000_58051000	chr6	Vmn1r-ps14_ENSMUST00000176859_58049846_down1kb
chr6_58077000_58078000	chr6	Vmn1r-ps15_ENSMUST00000177365_58078081_up1kb
chr6_58078000_58079000	chr6	Vmn1r-ps15_ENSMUST00000177365_58078081_tss
chr6_58079000_58080000	chr6	Vmn1r-ps15_ENSMUST00000177365_58078081_down1kb
chr6_58090000_58091000	chr6	Gm6695_ENSMUST00000177264_58091075_up1kb
chr6_58091000_58092000	chr6	Gm6695_ENSMUST00000177264_58091075_tss
chr6_58092000_58093000	chr6	Gm6695_ENSMUST00000177264_58091075_down1kb
chr6_58115000_58116000	chr6	Vmn1r-ps17_ENSMUST00000175797_58116629_up1kb
chr6_58116000_58117000	chr6	Vmn1r-ps17_ENSMUST00000175797_58116629_tss
chr6_58117000_58118000	chr6	Vmn1r-ps17_ENSMUST00000175797_58116629_down1kb
chr6_58134000_58135000	chr6	Gm20718_ENSMUST00000176058_58135884_up1kb
chr6_58135000_58136000	chr6	Gm20718_ENSMUST00000176058_58135884_tss
chr6_58136000_58137000	chr6	Gm20718_ENSMUST00000176058_58135884_down1kb
chr6_58200000_58201000	chr6	Gm20719_ENSMUST00000176529_58201079_up1kb
chr6_58201000_58202000	chr6	Gm20719_ENSMUST00000176529_58201079_tss
chr6_58202000_58203000	chr6	Gm20719_ENSMUST00000176529_58201079_down1kb
chr6_58204000_58205000	chr6	Vmn1r-ps18_ENSMUST00000176901_58205684_up1kb
chr6_58205000_58206000	chr6	Vmn1r-ps18_ENSMUST00000176901_58205684_tss
chr6_58206000_58207000	chr6	Vmn1r-ps18_ENSMUST00000176901_58205684_down1kb
chr6_58215000_58216000	chr6	Vmn1r27_ENSMUST00000095862_58216016_up1kb
chr6_58216000_58217000	chr6	Vmn1r27_ENSMUST00000095862_58216016_tss
chr6_58217000_58218000	chr6	Vmn1r27_ENSMUST00000095862_58216016_down1kb
chr6_58256000_58257000	chr6	Vmn1r-ps19_ENSMUST00000177008_58257547_up1kb
chr6_58257000_58258000	chr6	Vmn1r-ps19_ENSMUST00000177008_58257547_tss
chr6_58258000_58259000	chr6	Vmn1r-ps19_ENSMUST00000177008_58257547_down1kb
chr6_58264000_58265000	chr6	Vmn1r28_ENSMUST00000176874_58265077_up1kb
chr6_58265000_58266000	chr6	Vmn1r28_ENSMUST00000176874_58265077_tss
chr6_58266000_58267000	chr6	Vmn1r28_ENSMUST00000176874_58265077_down1kb
chr6_58306000_58307000	chr6	Vmn1r29_ENSMUST00000168416_58307267_up1kb
chr6_58307000_58308000	chr6	Vmn1r29_ENSMUST00000168416_58307267_tss
chr6_58308000_58309000	chr6	Vmn1r29_ENSMUST00000168416_58307267_down1kb
chr6_58393000_58394000	chr6	Gm20674_ENSMUST00000177452_58394053_up1kb
chr6_58394000_58395000	chr6	Gm20674_ENSMUST00000177452_58394053_tss
chr6_58395000_58396000	chr6	Gm20674_ENSMUST00000177452_58394053_down1kb
chr6_58406000_58407000	chr6	Vmn1r-ps20_ENSMUST00000176809_58407326_up1kb
chr6_58407000_58408000	chr6	Vmn1r-ps20_ENSMUST00000176809_58407326_tss
chr6_58408000_58409000	chr6	Vmn1r-ps20_ENSMUST00000176809_58407326_down1kb
chr6_58434000_58435000	chr6	Vmn1r30_ENSMUST00000078890_58435893_up1kb
chr6_58435000_58436000	chr6	Vmn1r30_ENSMUST00000078890_58435893_tss
chr6_58436000_58437000	chr6	Vmn1r30_ENSMUST00000078890_58435893_down1kb
chr6_58454000_58455000	chr6	Vmn1r-ps21_ENSMUST00000176891_58455992_up1kb
chr6_58455000_58456000	chr6	Vmn1r-ps21_ENSMUST00000176891_58455992_tss
chr6_58456000_58457000	chr6	Vmn1r-ps21_ENSMUST00000176891_58455992_down1kb
chr6_58460000_58461000	chr6	Gm20673_ENSMUST00000177167_58461106_up1kb
chr6_58461000_58462000	chr6	Gm20673_ENSMUST00000177167_58461106_tss
chr6_58462000_58463000	chr6	Gm20673_ENSMUST00000177167_58461106_down1kb
chr6_58471000_58472000	chr6	Vmn1r31_ENSMUST00000176177_58472929_up1kb
chr6_58472000_58473000	chr6	Vmn1r31_ENSMUST00000176177_58472929_tss
chr6_58473000_58474000	chr6	Vmn1r31_ENSMUST00000176177_58472929_down1kb
chr6_58474000_58475000	chr6	Vmn1r31_ENSMUST00000176023_58475311_up1kb;Vmn1r31_ENSMUST00000176147_58475265_up1kb;Vmn1r31_ENSMUST00000177318_58475342_up1kb
chr6_58475000_58476000	chr6	Vmn1r31_ENSMUST00000176023_58475311_tss;Vmn1r31_ENSMUST00000176147_58475265_tss;Vmn1r31_ENSMUST00000177318_58475342_tss
chr6_58476000_58477000	chr6	Vmn1r31_ENSMUST00000176023_58475311_down1kb;Vmn1r31_ENSMUST00000176147_58475265_down1kb;Vmn1r31_ENSMUST00000177318_58475342_down1kb
chr6_58494000_58495000	chr6	Vmn1r-ps22_ENSMUST00000176017_58495246_up1kb
chr6_58495000_58496000	chr6	Vmn1r-ps22_ENSMUST00000176017_58495246_tss
chr6_58496000_58497000	chr6	Vmn1r-ps22_ENSMUST00000176017_58495246_down1kb
chr6_58503000_58504000	chr6	Vmn1r-ps23_ENSMUST00000175708_58504736_up1kb
chr6_58504000_58505000	chr6	Vmn1r-ps23_ENSMUST00000175708_58504736_tss
chr6_58505000_58506000	chr6	Vmn1r-ps23_ENSMUST00000175708_58504736_down1kb
chr6_58511000_58512000	chr6	Gm20672_ENSMUST00000176605_58512270_up1kb
chr6_58512000_58513000	chr6	Gm20672_ENSMUST00000176605_58512270_tss
chr6_58513000_58514000	chr6	Gm20672_ENSMUST00000176605_58512270_down1kb
chr6_58583000_58584000	chr6	Abcg2_ENSMUST00000147213_58584522_up1kb
chr6_58584000_58585000	chr6	Abcg2_ENSMUST00000147213_58584522_tss
chr6_58585000_58586000	chr6	Abcg2_ENSMUST00000147213_58584522_down1kb
chr6_58594000_58595000	chr6	Abcg2_ENSMUST00000148008_58595974_up1kb
chr6_58595000_58596000	chr6	Abcg2_ENSMUST00000148008_58595974_tss;Abcg2_ENSMUST00000031822_58596670_up1kb
chr6_58596000_58597000	chr6	Abcg2_ENSMUST00000031822_58596670_tss;Abcg2_ENSMUST00000148008_58595974_down1kb
chr6_58597000_58598000	chr6	Abcg2_ENSMUST00000031822_58596670_down1kb
chr6_58639000_58640000	chr6	Abcg2_ENSMUST00000114294_58640563_up1kb;Abcg2_ENSMUST00000124542_58640545_up1kb;Abcg2_ENSMUST00000143752_58640559_up1kb;Abcg2_ENSMUST00000145161_58640559_up1kb
